dataset,split,filename,abs_image_path,md5
ORIGA,A,161.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/161.jpg,37ce423ed31d8d93d7d8dff6cc95664a
FUNDUS_SORTED,Train,161.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/161.jpg,37ce423ed31d8d93d7d8dff6cc95664a
ORIGA,A,422.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/422.jpg,37e8cf7e27eb1ff9348392a5d8c77600
FUNDUS_SORTED,Train,422.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/422.jpg,37e8cf7e27eb1ff9348392a5d8c77600
FUNDUS_SORTED,Train,150.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/150.jpg,3820a25decd51ee07bb016ac5dc7d67e
ORIGA,A,150.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/150.jpg,3820a25decd51ee07bb016ac5dc7d67e
FUNDUS_SORTED,Validation,540.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/540.jpg,38636126ef3111685e5bc1994132c189
ORIGA,B,540.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/540.jpg,38636126ef3111685e5bc1994132c189
ORIGA,A,525.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/525.jpg,3883f177f5d0a92d33758c3e6c334e85
FUNDUS_SORTED,Validation,525.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/525.jpg,3883f177f5d0a92d33758c3e6c334e85
FUNDUS_SORTED,Train,447.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/447.jpg,38b1ec47bf063ddb0cdd24ab9b17eb67
ORIGA,B,447.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/447.jpg,38b1ec47bf063ddb0cdd24ab9b17eb67
ORIGA,B,358.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/358.jpg,38e754f5f362c97b2deb2cd38de80f40
FUNDUS_SORTED,Train,358.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/358.jpg,38e754f5f362c97b2deb2cd38de80f40
FUNDUS_SORTED,Train,145.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/145.jpg,38f13e15e8f9f06bac08b5052ae2b75f
ORIGA,B,145.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/145.jpg,38f13e15e8f9f06bac08b5052ae2b75f
ORIGA,B,295.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/295.jpg,3a0c8fd38beb62bd0ce1ec9336137306
FUNDUS_SORTED,Train,295.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/295.jpg,3a0c8fd38beb62bd0ce1ec9336137306
FUNDUS_SORTED,Validation,543.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/543.jpg,3aaa02ee806ce46fa4f9c1591d4e17fb
ORIGA,B,543.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/543.jpg,3aaa02ee806ce46fa4f9c1591d4e17fb
ORIGA,B,372.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/372.jpg,3ac83a374ead7bb44232f5d30046daf5
FUNDUS_SORTED,Train,372.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/372.jpg,3ac83a374ead7bb44232f5d30046daf5
ORIGA,A,648.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/648.jpg,3ae31e881098afd812ecc73c8b4aa479
FUNDUS_SORTED,Validation,648.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Positive/648.jpg,3ae31e881098afd812ecc73c8b4aa479
FUNDUS_SORTED,Train,580.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/580.jpg,3b1e26411b1461a79f86d228477bf5bd
ORIGA,B,580.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/580.jpg,3b1e26411b1461a79f86d228477bf5bd
FUNDUS_SORTED,Train,324.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/324.jpg,3b4dc4df55a52862ad2c9de3734e897f
ORIGA,B,324.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/324.jpg,3b4dc4df55a52862ad2c9de3734e897f
FUNDUS_SORTED,Validation,503.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/503.jpg,3b59b9b0d7eb29ece7a6a100337c95fb
ORIGA,B,503.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/503.jpg,3b59b9b0d7eb29ece7a6a100337c95fb
FUNDUS_SORTED,Train,384.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/384.jpg,3b7278bc74965ff7893d0b83e86db7f2
ORIGA,B,384.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/384.jpg,3b7278bc74965ff7893d0b83e86db7f2
ORIGA,A,175.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/175.jpg,3bbed041ae8e8f196f2cee6026599b5e
FUNDUS_SORTED,Train,175.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/175.jpg,3bbed041ae8e8f196f2cee6026599b5e
FUNDUS_SORTED,Validation,497.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/497.jpg,3bd3dd811bc7de9616884b83d07d4c13
ORIGA,B,497.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/497.jpg,3bd3dd811bc7de9616884b83d07d4c13
ORIGA,A,022.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/022.jpg,3becb10b44faed4ce9b0d36004c23750
FUNDUS_SORTED,Train,022.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/022.jpg,3becb10b44faed4ce9b0d36004c23750
ORIGA,A,005.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/005.jpg,3c2ecccfcf37d41a127e38a0ae653402
FUNDUS_SORTED,Train,005.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/005.jpg,3c2ecccfcf37d41a127e38a0ae653402
FUNDUS_SORTED,Train,440.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/440.jpg,3ceb85f6e55ec8701034121eeed05c8a
ORIGA,B,440.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/440.jpg,3ceb85f6e55ec8701034121eeed05c8a
ORIGA,B,382.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/382.jpg,3cf1208fba7bbe0d27bcf6f5a3c5b302
FUNDUS_SORTED,Train,382.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/382.jpg,3cf1208fba7bbe0d27bcf6f5a3c5b302
FUNDUS_SORTED,Train,268.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/268.jpg,3cf50402fccf27ef23c1091885346be0
ORIGA,B,268.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/268.jpg,3cf50402fccf27ef23c1091885346be0
FUNDUS_SORTED,Train,558.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/558.jpg,3d3869b25b748076c189e5dfa8389a5b
ORIGA,B,558.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/558.jpg,3d3869b25b748076c189e5dfa8389a5b
FUNDUS_SORTED,Train,040.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/040.jpg,3da3596f56497ce2348edcf1fa7472b1
ORIGA,A,040.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/040.jpg,3da3596f56497ce2348edcf1fa7472b1
ORIGA,B,272.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/272.jpg,3dacbe5976809e2102eef8ea17f8f73b
FUNDUS_SORTED,Train,272.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/272.jpg,3dacbe5976809e2102eef8ea17f8f73b
ORIGA,A,345.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/345.jpg,3e523bcb73b787527d6f014ef6799193
FUNDUS_SORTED,Train,345.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/345.jpg,3e523bcb73b787527d6f014ef6799193
ORIGA,A,351.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/351.jpg,3eb2883726a114c8957f1ff1f330ff51
FUNDUS_SORTED,Train,351.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/351.jpg,3eb2883726a114c8957f1ff1f330ff51
ORIGA,B,513.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/513.jpg,3f0ff93eb2a1cfaef487c6fee26525cb
FUNDUS_SORTED,Validation,513.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/513.jpg,3f0ff93eb2a1cfaef487c6fee26525cb
FUNDUS_SORTED,Train,180.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/180.jpg,3f65ea0e782ca5784fed48b35a9c6aaa
ORIGA,B,180.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/180.jpg,3f65ea0e782ca5784fed48b35a9c6aaa
FUNDUS_SORTED,Train,237.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/237.jpg,3f8b7268acd0498730de93290a42f820
ORIGA,B,237.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/237.jpg,3f8b7268acd0498730de93290a42f820
ORIGA,A,326.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/326.jpg,3fe56aacfa67a6e0c39377889bd97ced
FUNDUS_SORTED,Train,326.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/326.jpg,3fe56aacfa67a6e0c39377889bd97ced
ORIGA,B,314.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/314.jpg,401c8ed0ac0de1c0c254a369ff0f755e
FUNDUS_SORTED,Train,314.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/314.jpg,401c8ed0ac0de1c0c254a369ff0f755e
FUNDUS_SORTED,Train,417.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/417.jpg,403231326011ec19972849a59775a5ec
ORIGA,A,417.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/417.jpg,403231326011ec19972849a59775a5ec
ORIGA,B,181.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/181.jpg,404c2dd24f19e4261289e57ba5285134
FUNDUS_SORTED,Train,181.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/181.jpg,404c2dd24f19e4261289e57ba5285134
ORIGA,A,201.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/201.jpg,413cc9e7c8598b6d6d58bd52e8586460
FUNDUS_SORTED,Train,201.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/201.jpg,413cc9e7c8598b6d6d58bd52e8586460
FUNDUS_SORTED,Validation,489.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/489.jpg,4154e628322dbd0e38225eb0241bf9ac
ORIGA,A,489.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/489.jpg,4154e628322dbd0e38225eb0241bf9ac
FUNDUS_SORTED,Train,315.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/315.jpg,41f9f657710ec168135734fc327f8971
ORIGA,B,315.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/315.jpg,41f9f657710ec168135734fc327f8971
FUNDUS_SORTED,Train,362.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/362.jpg,41fa256eeefa8177667e35e7a51badf1
ORIGA,A,362.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/362.jpg,41fa256eeefa8177667e35e7a51badf1
ORIGA,A,063.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/063.jpg,423558c8c51ad7c2355d1f245a1d1cc1
FUNDUS_SORTED,Train,063.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/063.jpg,423558c8c51ad7c2355d1f245a1d1cc1
FUNDUS_SORTED,Train,343.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/343.jpg,42438ba52690ec1a6a935f50b4be66bd
ORIGA,A,343.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/343.jpg,42438ba52690ec1a6a935f50b4be66bd
ORIGA,A,223.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/223.jpg,428721c352fcb74dd532eb2f9ab7379d
FUNDUS_SORTED,Train,223.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/223.jpg,428721c352fcb74dd532eb2f9ab7379d
ORIGA,A,491.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/491.jpg,43650f3c0305df84220ce4dbc9bcba5d
FUNDUS_SORTED,Validation,491.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/491.jpg,43650f3c0305df84220ce4dbc9bcba5d
ORIGA,A,152.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/152.jpg,44bbd2df7fcc9684ad889f5f5a517723
FUNDUS_SORTED,Train,152.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/152.jpg,44bbd2df7fcc9684ad889f5f5a517723
FUNDUS_SORTED,Train,332.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/332.jpg,4507b8c2e15c6d5e9602c1810f573ad9
ORIGA,B,332.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/332.jpg,4507b8c2e15c6d5e9602c1810f573ad9
FUNDUS_SORTED,Validation,631.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Positive/631.jpg,455171b172b897c866cd81c54159602d
ORIGA,A,631.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/631.jpg,455171b172b897c866cd81c54159602d
ORIGA,A,185.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/185.jpg,456f116c3009111ecf9c3a3c71a94a91
FUNDUS_SORTED,Train,185.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/185.jpg,456f116c3009111ecf9c3a3c71a94a91
FUNDUS_SORTED,Train,084.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/084.jpg,45720ec9ac49524098a089adfe0c01f4
ORIGA,A,084.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/084.jpg,45720ec9ac49524098a089adfe0c01f4
ORIGA,B,176.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/176.jpg,45d2408c72cb7b2faeb9b3a7515a7f40
FUNDUS_SORTED,Train,176.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/176.jpg,45d2408c72cb7b2faeb9b3a7515a7f40
FUNDUS_SORTED,Validation,611.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/611.jpg,463505c59cb4879a81b2e16cd3c6bb23
ORIGA,A,611.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/611.jpg,463505c59cb4879a81b2e16cd3c6bb23
FUNDUS_SORTED,Train,102.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/102.jpg,46805891785cab51e7428504d83a239b
ORIGA,A,102.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/102.jpg,46805891785cab51e7428504d83a239b
ORIGA,B,119.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/119.jpg,475d3dda343f4218e1b02098038b7b1d
FUNDUS_SORTED,Train,119.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/119.jpg,475d3dda343f4218e1b02098038b7b1d
ORIGA,B,392.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/392.jpg,47a4c1b75f3aec6a332c7b82b968d328
FUNDUS_SORTED,Train,392.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/392.jpg,47a4c1b75f3aec6a332c7b82b968d328
ORIGA,A,136.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/136.jpg,47fe667226d7a6682f8e188e230b8ebc
FUNDUS_SORTED,Train,136.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/136.jpg,47fe667226d7a6682f8e188e230b8ebc
FUNDUS_SORTED,Train,380.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/380.jpg,483fbc35cc3568b24bf6c85866871182
ORIGA,B,380.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/380.jpg,483fbc35cc3568b24bf6c85866871182
FUNDUS_SORTED,Validation,488.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/488.jpg,48cd64a02d7a2c28ce90421d0a3751dd
